0	4.89806832
1	4.89806832
2	4.89806832
3	4.89806832
4	4.89806832
5	4.89806832
6	4.89806832
7	4.89806832
8	4.89806832
9	4.89806832
10	4.89806832
11	4.89806832
12	4.89806832
13	4.89806832
14	1.37874501
15	0.79721707
16	1.27218498
17	1.86211198
18	2.16954640
19	2.03826331
20	1.84699842
21	1.28357750
22	1.44022708
23	1.65713999
24	1.77743583
25	1.83571906
26	1.91885990
27	1.95922010
28	1.91445367
29	1.68106377
30	3.02203364
31	1.58898371
32	1.08119662
33	0.12383478
34	-0.35914783
35	-0.66132149
36	-0.64136083
37	-0.62413282
38	-0.46674021
39	-0.52791424
40	-0.73071899
41	-0.76165974
42	-0.57494458
43	-0.39611896
44	-0.18818798
45	0.00000000
46	-0.14663055
47	-0.30789211
48	-0.59859216
49	-0.96780506
50	-1.37600221
51	-1.51328433
52	-1.38211903
53	-1.33927169
54	-0.91908519
55	-1.01489805
56	-1.17202172
57	-1.17491150
58	-1.45161086
59	-1.63448889
60	-1.79811726
61	-1.76868738
62	-1.88395133
63	-1.95030061
64	-1.60618340
65	-1.20454333
66	-0.80128113
67	-0.28763176
68	0.45494325
69	1.13879598
70	1.78395877
71	2.67784519
72	3.12846859
73	3.04619667
74	2.87331882
75	2.58446458
76	2.91683004
77	3.20669941
78	3.95072653
79	4.91276547
80	5.57866357
81	6.53822603
82	7.24914582
83	8.75038554
84	9.38982717
85	7.61139611
86	4.89806832
87	4.89806832
88	4.89806832
89	4.89806832
